baseId,topic,level,question,optionA,optionB,optionC,optionD,correctOption,explanation,language,question_pt,optionA_pt,optionB_pt,optionC_pt,optionD_pt,explanation_pt,topic_pt,question_es,optionA_es,optionB_es,optionC_es,optionD_es,explanation_es,topic_es,question_fr,optionA_fr,optionB_fr,optionC_fr,optionD_fr,explanation_fr,topic_fr
astro_00225,Space Missions,3,What is the primary goal of the Ariel mission planned for 2029?,Study Mars atmosphere,Analyze exoplanet atmospheres,Explore Jupiter's moons,Map asteroid belt,B,"The Ariel mission, launching in 2029, will perform a chemical census of exoplanets by analyzing their atmospheres.",en,Qual é o principal objetivo da missão Ariel planejada para 2029?,Estudo da atmosfera de Marte,Analisar atmosferas de exoplanetas,Explore as luas de Júpiter,Mapear o cinturão de asteroides,"A missão Ariel, lançada em 2029, realizará um censo químico de exoplanetas por meio da análise de suas atmosferas.",Missões espaciais,¿Cuál es el objetivo principal de la misión Ariel prevista para 2029?,Estudiar la atmósfera de Marte,Analizar las atmósferas de los exoplanetas,Explorar las lunas de Júpiter,Mapa del cinturón de asteroides,"La misión Ariel, que se lanzará en 2029, realizará un censo químico de los exoplanetas analizando sus atmósferas.",Misiones espaciales,Quel est l'objectif principal de la mission Ariel prévue pour 2029 ?,Étudier l'atmosphère de Mars,Analyser les atmosphères des exoplanètes,Explorer les lunes de Jupiter,Cartographier la ceinture d'astéroïdes,"La mission Ariel, lancée en 2029, effectuera un recensement chimique des exoplanètes en analysant leur atmosphère.",Missions spatiales
astro_00226,Space Missions,5,What is the primary goal of the Euclid mission?,Study dark energy and dark matter,Find exoplanets,Study the Sun,Map the Milky Way,A,The Euclid mission aims to study dark energy and dark matter by mapping the geometry of the universe.,en,Qual é o principal objetivo da missão Euclid?,Estudar a energia escura e a matéria escura,Encontrar exoplanetas,Estudar o Sol,Mapeie a Via Láctea,A missão Euclid tem como objetivo estudar a energia escura e a matéria escura mapeando a geometria do universo.,Missões espaciais,¿Cuál es el objetivo principal de la misión Euclid?,Estudiar la energía y la materia oscuras,Encontrar exoplanetas,Estudiar el Sol,Mapa de la Vía Láctea,La misión Euclid tiene por objeto estudiar la energía y la materia oscuras cartografiando la geometría del universo.,Misiones espaciales,Quel est l'objectif principal de la mission Euclid ?,Étudier l'énergie et la matière noires,Trouver des exoplanètes,Étudier le soleil,Cartographier la Voie lactée,La mission Euclid vise à étudier l'énergie et la matière noires en cartographiant la géométrie de l'univers.,Missions spatiales
astro_00227,Space Missions,3,What is the primary instrument on TESS?,Photometer,Spectrometer,Magnetometer,Interferometer,A,TESS uses photometers to detect exoplanets through the transit method by measuring stellar brightness changes.,en,Qual é o principal instrumento do TESS?,Fotômetro,Espectrômetro,Magnetômetro,Interferômetro,"O TESS usa fotômetros para detectar exoplanetas por meio do método de trânsito, medindo as mudanças no brilho estelar.",Missões espaciais,¿Cuál es el instrumento principal de TESS?,Fotómetro,Espectrómetro,Magnetómetro,Interferómetro,TESS utiliza fotómetros para detectar exoplanetas mediante el método de tránsito midiendo los cambios de brillo estelar.,Misiones espaciales,Quel est l'instrument principal de TESS ?,Photomètre,Spectromètre,Magnétomètre,Interféromètre,TESS utilise des photomètres pour détecter les exoplanètes par la méthode du transit en mesurant les changements de luminosité stellaire.,Missions spatiales
astro_00228,Space Missions,4,What is the primary instrument type on the TRACERS mission?,Optical telescope,Magnetometer,Spectrometer,Radio antenna,B,TRACERS uses magnetometers to study magnetic reconnection when solar activity disrupts Earth's magnetic field.,en,Qual é o principal tipo de instrumento da missão TRACERS?,Telescópio óptico,Magnetômetro,Espectrômetro,Antena de rádio,O TRACERS usa magnetômetros para estudar a reconexão magnética quando a atividade solar perturba o campo magnético da Terra.,Missões espaciais,¿Cuál es el principal tipo de instrumento de la misión TRACERS?,Telescopio óptico,Magnetómetro,Espectrómetro,Antena de radio,TRACERS utiliza magnetómetros para estudiar la reconexión magnética cuando la actividad solar perturba el campo magnético terrestre.,Misiones espaciales,Quel est le type d'instrument principal de la mission TRACERS ?,Télescope optique,Magnétomètre,Spectromètre,Antenne radio,TRACERS utilise des magnétomètres pour étudier la reconnexion magnétique lorsque l'activité solaire perturbe le champ magnétique terrestre.,Missions spatiales
astro_00229,Space Observation,4,What is the primary mirror diameter of the James Webb Space Telescope?,2.4 meters,4.2 meters,6.5 meters,8.4 meters,C,JWST has a primary mirror diameter of 6.5 meters made up of 18 hexagonal segments.,en,Qual é o diâmetro do espelho primário do Telescópio Espacial James Webb?,"2,4 metros","4,2 metros","6,5 metros","8,4 metros","O JWST tem um espelho primário de 6,5 metros de diâmetro composto por 18 segmentos hexagonais.",Observação do espaço,¿Cuál es el diámetro del espejo primario del telescopio espacial James Webb?,"2,4 metros","4,2 metros","6,5 metros","8,4 metros","El JWST tiene un espejo primario de 6,5 metros de diámetro formado por 18 segmentos hexagonales.",Observación espacial,Quel est le diamètre du miroir primaire du télescope spatial James Webb ?,"2,4 mètres","4,2 mètres","6,5 mètres","8,4 mètres","Le JWST possède un miroir primaire de 6,5 mètres de diamètre composé de 18 segments hexagonaux.",Observation de l'espace
astro_00230,Worlds Beyond,7,What is the radial velocity method for detecting exoplanets?,Measuring planet's speed,Measuring star's wobble,Measuring planet's temperature,Measuring star's brightness,B,The radial velocity method detects exoplanets by measuring the wobble of the host star caused by gravitational pull.,en,Qual é o método de velocidade radial para detectar exoplanetas?,Medição da velocidade do planeta,Medindo a oscilação da estrela,Medição da temperatura do planeta,Medição do brilho da estrela,O método da velocidade radial detecta exoplanetas medindo a oscilação da estrela hospedeira causada pela atração gravitacional.,Mundos além,¿En qué consiste el método de la velocidad radial para detectar exoplanetas?,Medición de la velocidad del planeta,Medir el bamboleo de una estrella,Medición de la temperatura del planeta,Medición del brillo de las estrellas,El método de la velocidad radial detecta los exoplanetas midiendo el bamboleo de la estrella anfitriona causado por la atracción gravitatoria.,Mundos más allá,Qu'est-ce que la méthode des vitesses radiales pour détecter les exoplanètes ?,Mesure de la vitesse d'une planète,Mesure de l'oscillation d'une étoile,Mesurer la température d'une planète,Mesure de la luminosité d'une étoile,La méthode des vitesses radiales permet de détecter les exoplanètes en mesurant l'oscillation de l'étoile hôte causée par l'attraction gravitationnelle.,Les mondes au-delà
astro_00231,Galaxies & Cosmology,7,What is the Rare Earth Hypothesis?,Earth is the only planet,Complex life is extremely rare,Earth is perfectly positioned,Earth has rare elements,B,The Rare Earth Hypothesis suggests that complex life requires such specific conditions that it's extremely rare in the universe.,en,O que é a Hipótese das Terras Raras?,A Terra é o único planeta,A vida complexa é extremamente rara,A Terra está perfeitamente posicionada,A Terra tem elementos raros,A Hipótese das Terras Raras sugere que a vida complexa requer condições tão específicas que é extremamente rara no universo.,Galáxias e Cosmologia,¿Qué es la hipótesis de las tierras raras?,La Tierra es el único planeta,La vida compleja es extremadamente rara,La Tierra está perfectamente situada,La Tierra tiene elementos raros,La hipótesis de las tierras raras sugiere que la vida compleja requiere unas condiciones tan específicas que es extremadamente rara en el universo.,Galaxias y cosmología,Qu'est-ce que l'hypothèse des terres rares ?,La Terre est la seule planète,La vie complexe est extrêmement rare,La Terre est parfaitement positionnée,La terre contient des éléments rares,L'hypothèse des terres rares suggère que la vie complexe nécessite des conditions si spécifiques qu'elle est extrêmement rare dans l'univers.,Galaxies et cosmologie
astro_00232,Space Observation,6,What is the resolution limit of a telescope determined by?,Its cost,Its location,Its aperture size,Its age,C,The resolution limit of a telescope is primarily determined by the size of its aperture (mirror or dish diameter).,en,Como é determinado o limite de resolução de um telescópio?,Seu custo,Sua localização,Seu tamanho de abertura,Sua idade,O limite de resolução de um telescópio é determinado principalmente pelo tamanho de sua abertura (espelho ou diâmetro do prato).,Observação do espaço,¿Qué determina el límite de resolución de un telescopio?,Su coste,Su ubicación,Su tamaño de apertura,Su edad,El límite de resolución de un telescopio viene determinado principalmente por el tamaño de su apertura (diámetro del espejo o parabólica).,Observación espacial,Quelle est la limite de résolution d'un télescope ?,Son coût,Son emplacement,Sa taille d'ouverture,Son âge,La limite de résolution d'un télescope est principalement déterminée par la taille de son ouverture (diamètre du miroir ou de la parabole).,Observation de l'espace
astro_00233,Space Missions,8,What is the Roman Space Telescope's primary survey?,Wide-field infrared survey,X-ray all-sky survey,Radio sky survey,Gamma-ray survey,A,The Nancy Grace Roman Space Telescope will conduct wide-field infrared surveys of the universe.,en,Qual é a principal pesquisa do Telescópio Espacial Romano?,Pesquisa de infravermelho de campo amplo,Pesquisa de raios X em todo o céu,Levantamento do céu de rádio,Pesquisa de raios gama,O Telescópio Espacial Nancy Grace Roman realizará pesquisas em infravermelho de campo amplo do universo.,Missões espaciais,¿Cuál es el estudio principal del Telescopio Espacial Romano?,Estudio de infrarrojos de campo amplio,Estudio cósmico de rayos X,Estudio del cielo radioeléctrico,Estudio de rayos gamma,El Telescopio Espacial Romano Nancy Grace realizará estudios del universo en el infrarrojo de campo amplio.,Misiones espaciales,Quelle est l'étude principale du télescope spatial romain ?,Étude infrarouge à grand champ,Étude de l'ensemble du ciel en rayons X,Étude du ciel radio,Étude des rayons gamma,Le télescope spatial Nancy Grace Roman effectuera des relevés infrarouges à large champ de l'univers.,Missions spatiales
astro_00234,Worlds Beyond,5,What is the Rossiter-McLaughlin effect?,Spectral line distortion during transit,Planetary magnetic field detection,Atmospheric escape measurement,Orbital decay observation,A,The Rossiter-McLaughlin effect is the distortion of stellar spectral lines during planetary transits revealing spin-orbit alignment.,en,O que é o efeito Rossiter-McLaughlin?,Distorção da linha espectral durante o trânsito,Detecção de campo magnético planetário,Medição de escape atmosférico,Observação de decaimento orbital,"O efeito Rossiter-McLaughlin é a distorção das linhas espectrais estelares durante os trânsitos planetários, revelando o alinhamento spin-órbita.",Mundos além,¿Qué es el efecto Rossiter-McLaughlin?,Distorsión de la línea espectral durante el tránsito,Detección de campos magnéticos planetarios,Medición del escape atmosférico,Observación del decaimiento orbital,El efecto Rossiter-McLaughlin es la distorsión de las líneas espectrales estelares durante los tránsitos planetarios que revelan la alineación espín-órbita.,Mundos más allá,Qu'est-ce que l'effet Rossiter-McLaughlin ?,Distorsion de la ligne spectrale pendant le transit,Détection du champ magnétique planétaire,Mesure de l'échappement atmosphérique,Observation de la désintégration orbitale,L'effet Rossiter-McLaughlin est la distorsion des lignes spectrales stellaires lors des transits planétaires révélant l'alignement spin-orbite.,Les mondes au-delà
